Addendum BB -- ASC Covered Ancillary Services Integral to Covered Surgical Procedures for CY 2023 (Including Ancillary Services for Which Payment is Packaged),,,,,,,
CPT codes and descriptions only are copyright 2022 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2022 American Dental Association.  All Rights Reserved.,,,,,,,
,,,,,,,
HCPCS Code,,Short Descriptor,Drug and Device Pass-Through Expiration during Calendar Year,October 2023 Payment Indicator,October 2023 Payment Weight  ,October 2023 Payment Rate ,October 2023 IRA-22 Adjusted Copayment1
77522,,Proton trmt simple w/comp,,Z2,13.2856,$688.91,
77523,,Proton trmt intermediate,,Z2,13.2856,$688.91,
77525,,Proton treatment complex,,Z2,13.2856,$688.91,
77600,,Hyperthermia treatment,,Z2,2.6399,$136.89,
77605,,Hyperthermia treatment,,Z2,7.2463,$375.75,
77610,,Hyperthermia treatment,,Z2,5.7478,$298.05,
77615,,Hyperthermia treatment,,Z2,5.7478,$298.05,
77620,,Hyperthermia treatment,,Z2,5.7478,$298.05,
77750,,Infuse radioactive materials,,Z3,,$130.13,
77761,,Apply intrcav radiat simple,,Z3,,$216.54,
77762,,Apply intrcav radiat interm,,Z3,,$247.72,
77763,,Apply intrcav radiat compl,,Z3,,$321.25,
77767,,Hdr rdncl skn surf brachytx,,Z2,2.6399,$136.89,
77768,,Hdr rdncl skn surf brachytx,,Z2,2.6399,$136.89,
77770,,Hdr rdncl ntrstl/icav brchtx,,Z3,,$246.02,
77771,,Hdr rdncl ntrstl/icav brchtx,,Z2,7.2463,$375.75,
77772,,Hdr rdncl ntrstl/icav brchtx,,Z2,7.2463,$375.75,
77778,,Apply interstit radiat compl,,Z2,7.2463,$375.75,
77789,,Apply surf ldr radionuclide,,Z2,1.2288,$63.72,
77790,,Radiation handling,,N1,,,
77799,,Unlisted px clin brachytx,,Z2,1.2288,$63.72,
78012,,Thyroid uptake measurement,,Z2,3.9025,$202.36,
78013,,Thyroid imaging w/blood flow,,Z2,3.9025,$202.36,
78014,,Thyroid imaging w/blood flow,,Z2,3.9025,$202.36,
78015,,Thyroid met imaging,,Z2,3.9025,$202.36,
78016,,Thyroid met imaging/studies,,Z2,3.9025,$202.36,
78018,,Thyroid met imaging body,,Z2,5.0653,$262.66,
78020,,Thyroid met uptake,,N1,,,
78070,,Parathyroid planar imaging,,Z2,3.9025,$202.36,
78071,,Parathyrd planar w/wo subtrj,,Z2,3.9025,$202.36,
78072,,Parathyrd planar w/spect&ct,,Z2,5.0653,$262.66,
78075,,Adrenal cortex & medulla img,,Z2,13.3262,$691.02,
78099,,Unlisted endocrine px dx nuc,,Z2,3.9025,$202.36,
78102,,Bone marrow imaging ltd,,Z2,3.9025,$202.36,
78103,,Bone marrow imaging mult,,Z2,3.9025,$202.36,
78104,,Bone marrow imaging body,,Z2,3.9025,$202.36,
78110,,Plasma volume single,,Z2,13.3262,$691.02,
78111,,Plasma volume multiple,,Z2,13.3262,$691.02,
78120,,Red cell mass single,,Z2,3.9025,$202.36,
78121,,Red cell mass multiple,,Z2,5.0653,$262.66,
78122,,Blood volume,,Z2,5.0653,$262.66,
78130,,Red cell survival study,,Z2,3.9025,$202.36,
78140,,Red cell sequestration,,Z2,3.9025,$202.36,
78185,,Spleen imaging,,Z2,3.9025,$202.36,
78191,,Platelet survival,,Z2,3.9025,$202.36,
78195,,Lymph system imaging,,Z2,5.0653,$262.66,
78199,,Unlstd hematop ret/endo lymp,,Z2,3.9025,$202.36,
78201,,Liver imaging,,Z2,5.0653,$262.66,
78202,,Liver imaging with flow,,Z2,5.0653,$262.66,
78215,,Liver and spleen imaging,,Z2,3.9025,$202.36,
78216,,Liver & spleen image/flow,,Z2,3.9025,$202.36,
78226,,Hepatobiliary system imaging,,Z2,3.9025,$202.36,
78227,,Hepatobil syst image w/drug,,Z2,5.0653,$262.66,
78230,,Salivary gland imaging,,Z2,3.9025,$202.36,
78231,,Serial salivary imaging,,Z2,3.9025,$202.36,
78232,,Salivary gland function exam,,Z2,3.9025,$202.36,
78258,,Esophageal motility study,,Z2,3.9025,$202.36,
78261,,Gastric mucosa imaging,,Z2,3.9025,$202.36,
78262,,Gastroesophageal reflux exam,,Z2,3.9025,$202.36,
78264,,Gastric emptying imag study,,Z2,3.9025,$202.36,
78265,,Gastric emptying imag study,,Z2,3.9025,$202.36,
78266,,Gastric emptying imag study,,Z2,5.0653,$262.66,
78278,,Acute gi blood loss imaging,,Z2,3.9025,$202.36,
78282,,Gi protein loss exam,,Z2,3.9025,$202.36,
78290,,Meckels divert exam,,Z2,3.9025,$202.36,
78291,,Leveen/shunt patency exam,,Z2,3.9025,$202.36,
78299,,Unlisted gi px dx nuc med,,Z2,3.9025,$202.36,
78300,,Bone imaging limited area,,Z2,3.9025,$202.36,
78305,,Bone imaging multiple areas,,Z2,3.9025,$202.36,
78306,,Bone imaging whole body,,Z2,3.9025,$202.36,
78315,,Bone imaging 3 phase,,Z2,3.9025,$202.36,
78399,,Unlisted muscskel px dx nuc,,Z2,3.9025,$202.36,
78414,,Non-imaging heart function,,Z2,5.0653,$262.66,
78428,,Cardiac shunt imaging,,Z2,3.9025,$202.36,
78429,,Myocrd img pet 1 std w/ct,,Z2,14.9535,$775.40,
78430,,Myocrd img pet rst/strs w/ct,,Z2,14.9535,$775.40,
78431,,Myocrd img pet rst&strs ct,,Z2,27.6158,"$1,431.99",
78432,,Myocrd img pet 2rtracer,,Z2,18.5796,$963.43,
78433,,Myocrd img pet 2rtracer ct,,Z2,19.5836,"$1,015.49",
78434,,Aqmbf pet rest & rx stress,,N1,,,
78445,,Vascular flow imaging,,Z2,3.9025,$202.36,
78451,,Ht muscle image spect sing,,Z2,13.3262,$691.02,
78452,,Ht muscle image spect mult,,Z2,13.3262,$691.02,
78453,,Ht muscle image planar sing,,Z2,13.3262,$691.02,
78454,,Ht musc image planar mult,,Z2,13.3262,$691.02,
78456,,Acute venous thrombus image,,Z2,13.3262,$691.02,
78457,,Venous thrombosis imaging,,Z2,5.0653,$262.66,
78458,,Ven thrombosis images bilat,,Z2,3.9025,$202.36,
78459,,Myocrd img pet single study,,Z2,13.3262,$691.02,
78466,,Heart infarct image,,Z2,3.9025,$202.36,
78468,,Heart infarct image (ef),,Z2,5.0653,$262.66,
78469,,Heart infarct image (3d),,Z2,5.0653,$262.66,
78472,,Gated heart planar single,,Z2,3.9025,$202.36,
78473,,Gated heart multiple,,Z2,3.9025,$202.36,
78481,,Heart first pass single,,Z2,5.0653,$262.66,
78483,,Heart first pass multiple,,Z2,5.0653,$262.66,
78491,,Myocrd img pet 1std rst/strs,,Z2,14.9535,$775.40,
78492,,Myocrd img pet mlt rst&strs,,Z2,14.9535,$775.40,
78494,,Heart image spect,,Z2,3.9025,$202.36,
78496,,Heart first pass add-on,,N1,,,
78499,,Unlisted cv px dx nuc med,,Z2,3.9025,$202.36,
78579,,Lung ventilation imaging,,Z2,3.9025,$202.36,
78580,,Lung perfusion imaging,,Z2,3.9025,$202.36,
78582,,Lung ventilat&perfus imaging,,Z2,5.0653,$262.66,
78597,,Lung perfusion differential,,Z2,3.9025,$202.36,
78598,,Lung perf&ventilat diferentl,,Z2,5.0653,$262.66,
78599,,Unlisted resp px dx nuc med,,Z2,3.9025,$202.36,
78600,,Brain image < 4 views,,Z2,3.9025,$202.36,
78601,,Brain image w/flow < 4 views,,Z2,3.9025,$202.36,
78605,,Brain image 4+ views,,Z2,5.0653,$262.66,
78606,,Brain image w/flow 4 + views,,Z2,5.0653,$262.66,
78608,,Brain imaging (pet),,Z2,14.9535,$775.40,
78610,,Brain flow imaging only,,Z2,5.0653,$262.66,
78630,,Cerebrospinal fluid scan,,Z2,5.0653,$262.66,
78635,,Csf ventriculography,,Z2,5.0653,$262.66,
78645,,Csf shunt evaluation,,Z2,5.0653,$262.66,
78650,,Csf leakage imaging,,Z2,13.3262,$691.02,
78660,,Nuclear exam of tear flow,,Z2,3.9025,$202.36,
78699,,Unlisted nrvs sys px dx nuc,,Z2,3.9025,$202.36,
78700,,Kidney imaging morphol,,Z2,3.9025,$202.36,
78701,,Kidney imaging with flow,,Z2,3.9025,$202.36,
78707,,K flow/funct image w/o drug,,Z2,5.0653,$262.66,
78708,,K flow/funct image w/drug,,Z2,5.0653,$262.66,
78709,,K flow/funct image multiple,,Z2,5.0653,$262.66,
78725,,Kidney function study,,Z2,3.9025,$202.36,
78730,,Urinary bladder retention,,N1,,,
78740,,Ureteral reflux study,,Z2,3.9025,$202.36,
78761,,Testicular imaging w/flow,,Z2,3.9025,$202.36,
78799,,Unlisted gu px dx nuc med,,Z2,3.9025,$202.36,
78800,,Rp loclzj tum 1 area 1 d img,,Z2,3.9025,$202.36,
78801,,Rp loclzj tum 2+area 1+d img,,Z2,3.9025,$202.36,
78802,,Rp loclzj tum whbdy 1 d img,,Z2,13.3262,$691.02,
78803,,Rp loclzj tum spect 1 area,,Z2,13.3262,$691.02,
78804,,Rp loclzj tum whbdy 2+d img,,Z2,13.3262,$691.02,
78808,,Iv inj ra drug dx study,,N1,,,
78811,,Pet image ltd area,,Z2,13.3262,$691.02,
78812,,Pet image skull-thigh,,Z2,14.9535,$775.40,
78813,,Pet image full body,,Z2,14.9535,$775.40,
78814,,Pet image w/ct lmtd,,Z2,14.9535,$775.40,
78815,,Pet image w/ct skull-thigh,,Z2,14.9535,$775.40,
78816,,Pet image w/ct full body,,Z2,14.9535,$775.40,
78830,,Rp loclzj tum spect w/ct 1,,Z2,13.3262,$691.02,
78831,,Rp loclzj tum spect 2 areas,,Z2,13.3262,$691.02,
78832,,Rp loclzj tum spect w/ct 2,,Z2,14.9535,$775.40,
78999,,Unlisted misc px dx nuc med,,Z2,3.9025,$202.36,
79005,,Nuclear rx oral admin,,Z3,,$51.17,
79101,,Nuclear rx iv admin,,Z3,,$53.54,
79200,,Nuclear rx intracav admin,,Z3,,$52.86,
79300,,Nuclr rx interstit colloid,,Z2,2.5074,$130.02,
79403,,Hematopoietic nuclear tx,,Z3,,$93.53,
79440,,Nuclear rx intra-articular,,Z3,,$39.65,
79445,,Nuclear rx intra-arterial,,Z2,2.5074,$130.02,
79999,,Rp therapy unlisted px,,Z2,2.5074,$130.02,
90371,,Hep b ig im,,K2,,$137.58,
90375,,Rabies ig im/sc,,K2,,$277.74,
90376,,Rabies ig heat treated,,K2,,$170.90,
90377,,Rabies ig ht&sol human im/sc,,K2,,$250.49,
90378,,Rsv mab im 50mg,,K2,,$339.68,
90393,,Vaccina ig im,,K5,,,
90396,,Varicella-zoster ig im,,K2,,"$2,049.23",$441.53
90476,,Adenovirus vaccine type 4,,K2,,$357.98,
90581,,Anthrax vaccine sc or im,,K5,,,
90630,**,Flu vacc iiv4 no preserv id,,L1,,,
90632,,Hepa vaccine adult im,,N1,,,
90633,,Hepa vacc ped/adol 2 dose im,,N1,,,
90634,,Hepa vacc ped/adol 3 dose,,K5,,,
90636,,Hep a/hep b vacc adult im,,N1,,,
90647,,Hib prp-omp vacc 3 dose im,,N1,,,
90648,,Hib prp-t vaccine 4 dose im,,N1,,,
90653,**,Iiv adjuvant vaccine im,,L1,,,
90654,**,Flu vacc iiv3 no preserv id,,L1,,,
90655,**,Iiv3 vacc no prsv 0.25 ml im,,L1,,,
90656,**,Iiv3 vacc no prsv 0.5 ml im,,L1,,,
90657,**,Iiv3 vaccine splt 0.25 ml im,,L1,,,
90660,**,Laiv3 vaccine intranasal,,L1,,,
90661,**,Cciiv3 vac no prsv 0.5 ml im,,L1,,,
90662,**,Iiv no prsv increased ag im,,L1,,,
90670,**,Pcv13 vaccine im,,L1,,,
90672,**,Laiv4 vaccine intranasal,,L1,,,
90673,**,Riv3 vaccine no preserv im,,L1,,,
90674,**,Cciiv4 vac no prsv 0.5 ml im,,L1,,,
90675,,Rabies vaccine im,,K2,,$328.55,
90676,,Rabies vaccine id,,K2,,$255.14,
90680,,Rv5 vacc 3 dose live oral,,K5,,,
90682,**,Riv4 vacc recombinant dna im,,L1,,,
90685,**,Iiv4 vacc no prsv 0.25 ml im,,L1,,,
90686,**,Iiv4 vacc no prsv 0.5 ml im,,L1,,,
90687,**,Iiv4 vaccine splt 0.25 ml im,,L1,,,
90688,**,Iiv4 vaccine splt 0.5 ml im,,L1,,,
90689,**,Vacc iiv4 no prsrv 0.25ml im,,L1,,,
90690,,Typhoid vaccine oral,,N1,,,
90691,,Typhoid vaccine im,,N1,,,
90694,,Vacc aiiv4 no prsrv 0.5ml im,,L1,,,
90696,,Dtap-ipv vaccine 4-6 yrs im,,N1,,,
90698,,Dtap-ipv/hib vaccine im,,N1,,,
90717,,Yellow fever vaccine subq,,N1,,,
90732,**,Ppsv23 vacc 2 yrs+ subq/im,,L1,,,
90739,**,Hepb vacc 2/4 dose adult im,,F4,,,
90740,**,Hepb vacc 3 dose immunsup im,,F4,,,
90743,**,Hepb vacc 2 dose adolesc im,,F4,,,
90744,**,Hepb vacc 3 dose ped/adol im,,F4,,,
90746,**,Hepb vaccine 3 dose adult im,,F4,,,
90747,**,Hepb vacc 4 dose immunsup im,,F4,,,
90749,,Unlisted vaccine/toxoid,,N1,,,
90756,**,Cciiv4 vacc abx free im,,L1,,,
90759,,Hep b vac 3ag 10mcg 3 dos im,,F4,,,
91035,,G-esoph reflx tst w/electrod,,Z2,4.8538,$251.69,
91300,,Sarscov2 vac 30mcg/0.3ml im,,L1,,,
91301,,Sarscov2 vac 100mcg/0.5ml im,,L1,,,
91303,,Sarscov2 vac ad26 .5ml im,,L1,,,
91305,,Sarscov2 vac 30 mcg trs-sucr,,L1,,,
91307,,Sarscov2 vac 10 mcg trs-sucr,,L1,,,
91309,,Sarscov2 vac 50mcg/0.5ml im,,L1,,,
91312,,Sarscov2 vac bvl 30mcg/0.3ml,,L1,,,
91313,,Sarscov2 vac bvl 50mcg/0.5ml,,L1,,,
A2001,,"Innovamatrix ac, per sq cm",,N1,,,
A2002,,Mirragen adv wnd mat per sq,,N1,,,
A2004,,"Xcellistem, 1 mg",,N1,,,
A2005,,"Microlyte matrix, per sq cm",,N1,,,
A2006,,Novosorb synpath per sq cm,,N1,,,
A2007,,"Restrata, per sq cm",,N1,,,
A2008,,"Theragenesis, per sq cm",,N1,,,
A2009,,"Symphony, per sq cm",,N1,,,
A2010,,"Apis, per square centimeter",,N1,,,
A2011,,"Supra sdrm, per sq cm",,N1,,,
A2012,,"Suprathel, per sq cm",,N1,,,
A2013,,"Innovamatrix fs, per sq cm",,N1,,,
A2014,,Omeza collag per 100 mg ,,N1,,,
A2015,,"Phoenix wnd mtrx, per sq cm",,N1,,,
A2016,,"Permeaderm b, per sq cm",,N1,,,
A2017,,"Permeaderm glove, each",,N1,,,
A2018,,"Permeaderm c, per sq cm ",,N1,,,
A2019,,kerecis marigen shld sq cm,,N1,,,
A2020,,ac5 wound system,,N1,,,
A2021,,neomatrix per sq cm,,N1,,,
A2022,,Innovabrn/innovamatx xl sqcm,,N1,,,
A2023,,"Innovamatrix pd, 1 mg",,N1,,,
A2024,,Resolve matrix per sq cm,,N1,,,
A2025,,Miro3d per cubic cm,,N1,,,
A4100,,Skin sub fda clrd as dev nos,,N1,,,
A4344,,Cath indw foley 2 way silicn,,N1,,,
A9156,,Oral mucoadhesive per 1 ml,,N1,,,
A9500,,Tc99m sestamibi,,N1,,,
A9501,,Technetium tc-99m teboroxime,,N1,,,
A9502,,Tc99m tetrofosmin,,N1,,,
A9503,,Tc99m medronate,,N1,,,
A9504,,Tc99m apcitide,,N1,,,
A9505,,Tl201 thallium,,N1,,,
A9507,,In111 capromab,,N1,,,
A9508,,"I131 iodobenguate, dx",,N1,,,
A9509,,Iodine i-123 sod iodide mil,,N1,,,
A9510,,Tc99m disofenin,,N1,,,
A9512,,Tc99m pertechnetate,,N1,,,
A9515,,Choline c-11,,N1,,,
A9516,,Iodine i-123 sod iodide mic,,N1,,,
A9520,,Tc99 tilmanocept diag 0.5mci,,N1,,,
A9521,,Tc99m exametazime,,N1,,,
A9524,,"I131 serum albumin, dx",,N1,,,
A9526,,Nitrogen n-13 ammonia,,N1,,,
A9527,,Iodine i-125 sodium iodide,,H2,,$43.13,
A9528,,"Iodine i-131 iodide cap, dx",,N1,,,
A9529,,"I131 iodide sol, dx",,N1,,,
A9531,,I131 max 100uci,,N1,,,
A9532,,"I125 serum albumin, dx",,N1,,,
A9536,,Tc99m depreotide,,N1,,,
A9537,,Tc99m mebrofenin,,N1,,,
A9538,,Tc99m pyrophosphate,,N1,,,
A9539,,Tc99m pentetate,,N1,,,
A9540,,Tc99m maa,,N1,,,
A9541,,Tc99m sulfur colloid,,N1,,,
A9542,,"In111 ibritumomab, dx",,N1,,,
A9546,,Co57/58,,N1,,,
A9547,,In111 oxyquinoline,,N1,,,
A9548,,In111 pentetate,,N1,,,
A9550,,Tc99m gluceptate,,N1,,,
A9551,,Tc99m succimer,,N1,,,
A9552,,F18 fdg,,N1,,,
A9553,,Cr51 chromate,,N1,,,
A9554,,"I125 iothalamate, dx",,N1,,,
A9555,,Rb82 rubidium,,N1,,,
A9556,,Ga67 gallium,,N1,,,
A9557,,Tc99m bicisate,,N1,,,
A9558,,Xe133 xenon 10mci,,N1,,,
A9559,,Co57 cyano,,N1,,,
A9560,,Tc99m labeled rbc,,N1,,,
A9561,,Tc99m oxidronate,,N1,,,
A9562,,Tc99m mertiatide,,N1,,,
A9566,,Tc99m fanolesomab,,N1,,,
A9567,,Technetium tc-99m aerosol,,N1,,,
A9568,,Technetium tc99m arcitumomab,,N1,,,
A9569,,Technetium tc-99m auto wbc,,N1,,,
A9570,,Indium in-111 auto wbc,,N1,,,
A9571,,Indium in-111 auto platelet,,N1,,,
A9572,,Indium in-111 pentetreotide,,N1,,,
A9573,,"Inj, gadopiclenol, 1 ml",,N1,,,
A9575,,Inj gadoterate meglumi 0.1ml,,N1,,,
A9576,,Inj prohance multipack,,N1,,,
A9577,,Inj multihance,,N1,,,
A9578,,Inj multihance multipack,,N1,,,
A9579,,"Gad-base mr contrast nos,1ml",,N1,,,
A9580,,Sodium fluoride f-18,,N1,,,
A9581,,Gadoxetate disodium inj,,N1,,,
A9582,,Iodine i-123 iobenguane,,N1,,,
A9583,,Gadofosveset trisodium inj,,N1,,,
A9584,,Iodine i-123 ioflupane,,N1,,,
A9585,,Gadobutrol injection,,N1,,,
A9586,,Florbetapir f18,,N1,,,
A9587,,Gallium ga-68,,N1,,,
A9588,,Fluciclovine f-18,,N1,,,
A9590,,Iodine i-131 iobenguane 1mci,,K2,,$338.06,
A9591,,Fluoroestradiol f 18,*,N1,,,
A9592,,Copper cu 64 dotatate diag,*,K2,,"$1,003.61",
A9593,,Gallium ga-68 psma-11 ucsf,,K2,,$806.14,
A9594,,"Gallium ga-68 psma-11, ucla",,K2,,$789.30,
A9595,,"Piflu f-18, dia 1 millicurie",,K2,,$580.35,
A9596,,Gallium illuccix 1 millicure,,K2,,$995.31,
A9597,,"Pet, dx, for tumor id, noc",,N1,,,
A9598,,"Pet dx for non-tumor id, noc",,N1,,,
A9601,,Flortaucipir inj 1 millicuri,,K5,,,
A9602,,Fluorodopa f-18 diag per mci,,K2,,$446.88,
A9603,,"Inj, pafolacianine, 0.1 mg",,N1,,,
A9697,,"Inj, magtrace per study dose",,N1,,,
A9698,,Non-rad contrast materialnoc,,N1,,,
A9700,,Echocardiography contrast,,N1,,,
A9800,,Gallium locametz 1 millicuri,,K2,,$873.44,
C1052,,"Hemostatic agent, gi, topic",*,J7,,,
C1062,,Intravertebral fx aug impl,*,J7,,,
C1713,,"Anchor/screw bn/bn,tis/bn",,N1,,,
C1714,,"Cath, trans atherectomy, dir",,N1,,,
C1715,,Brachytherapy needle,,N1,,,
C1716,,"Brachytx, non-str, gold-198",,H2,,$230.75,
C1717,,"Brachytx, non-str,hdr ir-192",,H2,,$335.71,
C1719,,"Brachytx, ns, non-hdrir-192",,H2,,$345.84,
C1721,,"Aicd, dual chamber",,N1,,,
C1722,,"Aicd, single chamber",,N1,,,
C1724,,"Cath, trans atherec,rotation",,N1,,,
C1725,,"Cath, translumin non-laser",,N1,,,
C1726,,"Cath, bal dil, non-vascular",,N1,,,
C1727,,"Cath, bal tis dis, non-vas",,N1,,,
C1728,,"Cath, brachytx seed adm",,N1,,,
C1729,,"Cath, drainage",,N1,,,
C1730,,"Cath, ep, 19 or few elect",,N1,,,
C1731,,"Cath, ep, 20 or more elec",,N1,,,
C1732,,"Cath, ep, diag/abl, 3d/vect",,N1,,,
C1733,,"Cath, ep, othr than cool-tip",,N1,,,
C1734,,"Orth/devic/drug bn/bn,tis/bn",*,J7,,,
C1747,,"Endo, single, urinary tract",,J7,,,
C1748,,"Endoscope, single, ugi",*,N1,,,
C1749,,"Endo, colon, retro imaging",,N1,,,
C1750,,"Cath, hemodialysis,long-term",,N1,,,
C1751,,"Cath, inf, per/cent/midline",,N1,,,
C1752,,"Cath,hemodialysis,short-term",,N1,,,
C1753,,"Cath, intravas ultrasound",,N1,,,
C1754,,"Catheter, intradiscal",,N1,,,
C1755,,"Catheter, intraspinal",,N1,,,
C1756,,"Cath, pacing, transesoph",,N1,,,
C1757,,"Cath, thrombectomy/embolect",,N1,,,
C1758,,"Catheter, ureteral",,N1,,,
C1759,,"Cath, intra echocardiography",,N1,,,
C1760,,"Closure dev, vasc",,N1,,,
C1761,,"Cath, trans intra litho/coro",,J7,,,
C1762,,"Conn tiss, human(inc fascia)",,N1,,,
C1763,,"Conn tiss, non-human",,N1,,,
C1764,,"Event recorder, cardiac",,N1,,,
C1765,,Adhesion barrier,,N1,,,
C1766,,"Intro/sheath,strble,non-peel",,N1,,,
C1767,,"Generator, neuro non-recharg",,N1,,,
C1768,,"Graft, vascular",,N1,,,
C1769,,Guide wire,,N1,,,
C1770,,"Imaging coil, mr, insertable",,N1,,,
C1771,,"Rep dev, urinary, w/sling",,N1,,,
C1772,,"Infusion pump, programmable",,N1,,,
C1773,,"Ret dev, insertable",,N1,,,
C1776,,Joint device (implantable),,N1,,,
C1777,,"Lead, aicd, endo single coil",,N1,,,
C1778,,"Lead, neurostimulator",,N1,,,
C1779,,"Lead, pmkr, transvenous vdd",,N1,,,
C1780,,"Lens, intraocular (new tech)",,N1,,,
C1781,,Mesh (implantable),,N1,,,
C1782,,Morcellator,,N1,,,
C1783,,"Ocular imp, aqueous drain de",,N1,,,
C1784,,"Ocular dev, intraop, det ret",,N1,,,
C1785,,"Pmkr, dual, rate-resp",,N1,,,
C1786,,"Pmkr, single, rate-resp",,N1,,,
C1787,,"Patient progr, neurostim",,N1,,,
C1788,,"Port, indwelling, imp",,N1,,,
C1789,,"Prosthesis, breast, imp",,N1,,,
C1813,,"Prosthesis, penile, inflatab",,N1,,,
C1814,,"Retinal tamp, silicone oil",,N1,,,
C1815,,"Pros, urinary sph, imp",,N1,,,
C1816,,"Receiver/transmitter, neuro",,N1,,,
C1817,,Septal defect imp sys,,N1,,,
C1818,,Integrated keratoprosthesis,,N1,,,
C1819,,Tissue localization-excision,,N1,,,
C1820,,Generator neuro rechg bat sy,,N1,,,
C1821,,Interspinous implant,,N1,,,
C1822,,"Gen, neuro, hf, rechg bat",,N1,,,
C1823,,"Gen, neuro, trans sen/stim",,N1,,,
C1824,,"Generator, ccm, implant",*,J7,,,
C1825,,"Gen, neuro, carot sinus baro",*,J7,,,
C1826,,"Gen, neuro, clo loop, rechg",,J7,,,
C1827,,"Gen, neuro, imp led, ex cntr",,J7,,,
C1830,,Power bone marrow bx needle,,N1,,,
C1831,,Personalized interbody cage,,N1,,,
C1832,,Auto cell process sys,,J7,,,
C1833,,Cardiac monitor sys,,J7,,,
C1834,,"Pressure sensor system, IM",,D5,,,
C1839,,Iris prosthesis,*,J7,,,
C1840,,Telescopic intraocular lens,,N1,,,
C1874,,"Stent, coated/cov w/del sys",,N1,,,
C1875,,"Stent, coated/cov w/o del sy",,N1,,,
C1876,,"Stent, non-coa/non-cov w/del",,N1,,,
C1877,,"Stent, non-coat/cov w/o del",,N1,,,
C1878,,Matrl for vocal cord,,N1,,,
C1880,,Vena cava filter,,N1,,,
C1881,,Dialysis access system,,N1,,,
C1882,,"Aicd, other than sing/dual",,N1,,,
C1883,,"Adapt/ext, pacing/neuro lead",,N1,,,
C1884,,Embolization protect syst,,N1,,,
C1885,,"Cath, translumin angio laser",,N1,,,
C1886,,"Catheter, ablation",,N1,,,
C1887,,"Catheter, guiding",,N1,,,
C1888,,Endovas non-cardiac abl cath,,N1,,,
C1889,,"Implant/insert device, noc",,N1,,,
C1890,,No device w/dev-intensive px,,J7,,,
C1891,,"Infusion pump,non-prog, perm",,N1,,,
C1892,,"Intro/sheath,fixed,peel-away",,N1,,,
C1893,,"Intro/sheath, fixed,non-peel",,N1,,,
C1894,,"Intro/sheath, non-laser",,N1,,,
C1895,,"Lead, aicd, endo dual coil",,N1,,,
C1896,,"Lead, aicd, non sing/dual",,N1,,,
C1897,,"Lead, neurostim test kit",,N1,,,
C1898,,"Lead, pmkr, other than trans",,N1,,,
C1899,,"Lead, pmkr/aicd combination",,N1,,,
C1900,,"Lead, coronary venous",,N1,,,
C1982,,"Cath, pressure,valve-occlu",*,J7,,,
C2596,,"Probe, robotic, water-jet",*,J7,,,
C2613,,Lung bx plug w/del sys,,N1,,,
C2614,,"Probe, perc lumb disc",,N1,,,
C2615,,"Sealant, pulmonary, liquid",,N1,,,
C2616,,"Brachytx, non-str,yttrium-90",,H2,,"$17,609.76",
C2617,,"Stent, non-cor, tem w/o del",,N1,,,
C2618,,"Probe/needle, cryo",,N1,,,
C2619,,"Pmkr, dual, non rate-resp",,N1,,,
C2620,,"Pmkr, single, non rate-resp",,N1,,,
C2621,,"Pmkr, other than sing/dual",,N1,,,
C2622,,"Prosthesis, penile, non-inf",,N1,,,
C2623,,"Cath, translumin, drug-coat",,N1,,,
C2624,,Wireless pressure sensor,,N1,,,
C2625,,"Stent, non-cor, tem w/del sy",,N1,,,
C2626,,"Infusion pump, non-prog,temp",,N1,,,
C2627,,"Cath, suprapubic/cystoscopic",,N1,,,
C2628,,"Catheter, occlusion",,N1,,,
C2629,,"Intro/sheath, laser",,N1,,,
C2630,,"Cath, ep, cool-tip",,N1,,,
C2631,,"Rep dev, urinary, w/o sling",,N1,,,
C2634,,"Brachytx, non-str, ha, i-125",,H2,,$182.00,
C2635,,"Brachytx, non-str, ha, p-103",,H2,,$50.66,
C2636,,"Brachy linear, non-str,p-103",,H2,,$51.91,
C2638,,"Brachytx, stranded, i-125",,H2,,$38.15,
C2639,,"Brachytx, non-stranded,i-125",,H2,,$35.31,
C2640,,"Brachytx, stranded, p-103",,H2,,$88.63,
C2641,,"Brachytx, non-stranded,p-103",,H2,,$80.99,
C2642,,"Brachytx, stranded, c-131",,H2,,$90.73,
C2643,,"Brachytx, non-stranded,c-131",,H2,,$81.52,
C2644,,Brachytx cesium-131 chloride,,K5,,,
C2645,,"Brachytx planar, p-103",,H2,,$4.69,
C2698,,"Brachytx, stranded, nos",,H2,,$38.15,
C2699,,"Brachytx, non-stranded, nos",,H2,,$35.31,
C8900,,"Mra w/cont, abd",,Z2,3.6991,$191.81,
C8901,,"Mra w/o cont, abd",,Z2,2.3446,$121.58,
C8902,,"Mra w/o fol w/cont, abd",,Z2,3.6991,$191.81,
C8903,,"Mri w/cont, breast,  uni",,Z2,1.8106,$93.89,
C8905,,"Mri w/o fol w/cont, brst, un",,Z2,3.6991,$191.81,
C8906,,"Mri w/cont, breast,  bi",,Z2,3.6991,$191.81,
C8908,,"Mri w/o fol w/cont, breast,",,Z2,3.6991,$191.81,
C8909,,"Mra w/cont, chest",,Z2,3.6991,$191.81,
C8910,,"Mra w/o cont, chest",,Z2,2.3446,$121.58,
C8911,,"Mra w/o fol w/cont, chest",,Z2,3.6991,$191.81,
